"","Organism Group","Life Stage","Species","Estimated Maximum Ingestible Size (mm)","Level of Biological Organization","Exposure Route","Environment","Acute/Chronic","Exposure Duration (days)","translocatable","Effect Score","Effect Metric","Broad Endpoint Category","Specific Endpoint Category","Empirical Tissue Translocation ERM Conc. (log 10 particles/mL; 1-5,000 um)","Empirical Food Dilution ERM Conc. (log 10 particles/mL; 1-5,000 um)","PA_fraction","PE_fraction","PET_fraction","PLA_fraction","PMMA_fraction","PP_fraction","PS_fraction","PUR_fraction","PVC_fraction","fiber_fraction","fragment_fraction","sphere_fraction"
"344","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",6.37711638005344,2.99744200440679,0,1,0,0,0,0,0,0,0,0,1,0
"345","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",4,"translocatable",6,"LC50","Fitness","Mortality",5.61802324626354,4.89789822969809,0,1,0,0,0,0,0,0,0,0,1,0
"346","Fish","Early","Danio rerio",0.4,"tissue","water","Freshwater","Acute",20,"translocatable",1,"not_available","Behavioral, Sensory, Neurological","Brain Histological Abnormalities",4.55476334906748,2.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"347","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",5.45121967428635,2.84239012386345,0,1,0,0,0,0,0,0,0,0,1,0
"348","Mollusca","Early","Crepidula onyx",4.0445581424139,"organism","water","Marine","Chronic",95,"translocatable",3,"not_available","Fitness","Development",4.46494272608358,0.865434487746354,0,0,0,0,0,0,1,0,0,0,0,1
"349","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"350","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Reproduction",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"351","Fish","Early","Danio rerio",0.4,"subcell","water","Freshwater","Acute",20,"translocatable",1,"not_available","Metabolism","Oxidative Stress",4.55476334906748,2.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"352","Crustacea","Early","Tigriopus fulvus",0.104679876581976,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",2.94837056260461,1.64899127632809,0,1,0,0,0,0,0,0,0,0,1,0
"353","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"354","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"355","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"356","Mollusca","Early","Crepidula onyx",4.0445581424139,"organism","water","Marine","Chronic",95,"translocatable",6,"NOEC","Fitness","Mortality",4.83291951137817,1.23341127304095,0,0,0,0,0,0,1,0,0,0,0,1
"357","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"358","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"not_available","Fitness","Mortality",3.66876522142785,2.95601646670571,0,0,0,0,0,0,1,0,0,0,0,1
"359","Fish","Adult","Oryzias melastigma",2.76939075388703,"organism","water","Marine","Chronic",60,"translocatable",1,"LOEC","Circulatory, Respiratory","Circulatory",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"360","Crustacea","Juvenile","Gammarus pulex",1.44941288885944,"organism","water","Freshwater","Chronic",48,"translocatable",6,"not_available","Fitness","Mortality",3.85376040058848,2.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"361","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",3.44552043527663,2.29938611169225,0,1,0,0,0,0,0,0,0,0,1,0
"362","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"363","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",4,"translocatable",6,"not_available","Fitness","Mortality",5.35753838329916,4.7870116806269,0,0,0,0,0,0,1,0,0,0,0,1
"364","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",6,"not_available","Fitness","Mortality",4.65510784699045,4.08458114431819,0,0,0,0,0,0,1,0,0,0,0,1
"365","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"NOEC","Fitness","Mortality",7.04030290204433,6.96192641162572,0,0,0,0,0,0,0,1,0,0,1,0
"366","Rotifera","Early","Brachionus koreanus",0.0547861879401367,"organism","water","Marine","Acute",12,"translocatable",4,"not_available","Fitness","Reproduction",-0.259221181770829,-0.24655922583403,0,0,0,0,0,0,1,0,0,0,0,1
"367","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"368","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"369","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Reproduction",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"370","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"371","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"cell","water","Marine","Acute",0.063,"translocatable",1,"not_available","Fitness","Reproduction",4.03531908855465,0.689910385974299,0,0,0,0,0,0,1,0,0,0,0,1
"372","Fish","Adult","Danio rerio",0.4,"organism","water","Freshwater","Acute",10,"translocatable",6,"not_available","Fitness","Mortality",2.7064921794501,1.85522770838938,0,1,0,0,0,0,0,0,0,0,1,0
"373","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Reproduction",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"374","Crustacea","Adult","Gammarus pulex",1.44941288885944,"subcell","water","Freshwater","Chronic",48,"translocatable",1,"not_available","Metabolism","Carb Metabolism",2.15479039625246,0.488770199302132,0,0,1,0,0,0,0,0,0,0,1,0
"375","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Immune","Immune Other",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"376","Cnidaria","Adult","Hydra attenuata",0.4,"organism","water","Marine","Acute",0.04,"non-translocatable",2,"not_available","Behavioral, Sensory, Neurological","Feeding",7.79462826809423,7.39929575268323,0,1,0,0,0,0,0,0,0,0,1,0
"377","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"378","Crustacea","Early","Artemia parthenogenetica",0.27,"organism","water","Marine","Acute",14,"translocatable",6,"not_available","Fitness","Mortality",1.12711008256417,0.480301203696401,0,0,0,0,0,0,1,0,0,0,0,1
"379","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",10,"non-translocatable",3,"not_available","Fitness","Body Condition",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"380","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"381","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",4,"translocatable",6,"not_available","Fitness","Mortality",6.05405449988716,5.52704529256032,0,0,1,0,0,0,0,0,0,0,1,0
"382","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"LOEC","Fitness","Reproduction",2.51485031876261,1.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"383","Crustacea","Adult","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"NOEC","Fitness","Mortality",6.24322804419287,6.39106966538787,0,1,0,0,0,0,0,0,0,0,0,1
"384","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Detoxification",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"385","Mollusca","Juvenile","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Chronic",80,"translocatable",3,"not_available","Fitness","Body Condition",1.64103398502701,-1.22725346300648,0,0,0,0,0,0,1,0,0,0,0,1
"386","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",2,"non-translocatable",6,"not_available","Fitness","Mortality",3.44472285389238,4.19174507207928,0,0,1,0,0,0,0,0,0,1,0,0
"387","Echinoderm","Early","Paracentrotus lividus",4.0445581424139,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",3.94953022803332,1.28710618428073,0,1,0,0,0,0,0,0,0,0,1,0
"388","Mollusca","Adult","Pinctada margaritifera",6.3959384728831,"organism","water","Marine","Chronic",60,"translocatable",1,"NOEC","Circulatory, Respiratory","Respiration",1.97009270440349,-1.38764690003905,0,0,0,0,0,0,1,0,0,0,0,1
"389","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"NOEC","Fitness","Development",6.94837056260461,3.02685438610776,0,1,0,0,0,0,0,0,0,0,1,0
"390","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"non-translocatable",3,"NOEC","Fitness","Development",9.03897399377585,8.8696565501091,0,0,0,0,0,0,1,0,0,0,0,1
"391","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"not_available","Fitness","Mortality",6.30528779352368,6.22691130310506,0,0,0,1,0,0,0,0,0,0,1,0
"392","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"393","Mollusca","Early","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",1,"translocatable",2,"not_available","Behavioral, Sensory, Neurological","Feeding",1.16751685470629,-1.43752915858378,0,0,0,0,0,0,1,0,0,0,0,1
"394","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"395","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"396","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"NOEC","Fitness","Growth",4.44552043527663,3.29938611169225,0,1,0,0,0,0,0,0,0,0,1,0
"397","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",5.97917637151104,2.59950199586439,0,1,0,0,0,0,0,0,0,0,1,0
"398","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"399","Mollusca","Early","Crepidula onyx",4.0445581424139,"organism","water","Marine","Chronic",95,"translocatable",3,"NOEC","Fitness","Growth",0.686791475699936,-2.91271676263729,0,0,0,0,0,0,1,0,0,0,0,1
"400","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"401","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Detoxification",4.41050225141479,2.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"402","Cnidaria","Adult","Hydra attenuata",0.4,"organism","water","Marine","Acute",0.04,"non-translocatable",4,"not_available","Fitness","Reproduction",7.5515902193885,7.1562577039775,0,1,0,0,0,0,0,0,0,0,1,0
"403","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"404","Fish","Early","Danio rerio",0.4,"subcell","water","Freshwater","Acute",20,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",5.55476334906748,3.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"405","Crustacea","Adult","Gammarus pulex",1.44941288885944,"organism","water","Freshwater","Chronic",48,"translocatable",3,"NOEC","Fitness","Development",5.85376040058848,4.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"406","Crustacea","Early","Hyalella azteca",0.112,"organism","water","Freshwater","Chronic",42,"translocatable",3,"not_available","Fitness","Growth",5.28089388774664,4.71604751231205,0,1,0,0,0,0,0,0,0,0,1,0
"407","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",2,"non-translocatable",3,"not_available","Fitness","Growth",2.84266286303435,3.58968508122125,0,0,1,0,0,0,0,0,0,1,0,0
"408","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"409","Crustacea","Juvenile","Gammarus pulex",1.44941288885944,"subcell","water","Freshwater","Chronic",48,"translocatable",1,"not_available","Metabolism","Carb Metabolism",3.85376040058848,2.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"410","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"organism","water","Marine","Chronic",42,"non-translocatable",3,"not_available","Fitness","Body Condition",1.07278590088215,-0.0078704893915811,0,0,1,0,0,0,0,0,0,0,1,0
"411","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"412","Mollusca","Early","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",1,"translocatable",3,"NOEC","Fitness","Development",5.43325909722669,2.08785039464634,0,0,0,0,0,0,1,0,0,0,0,1
"413","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"organism","water","Marine","Chronic",42,"non-translocatable",3,"not_available","Fitness","Growth",0.55137110966177,-0.529285280611966,0,0,1,0,0,0,0,0,0,0,1,0
"414","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"415","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"416","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"417","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"418","Crustacea","Adult","Gammarus pulex",1.44941288885944,"organism","water","Freshwater","Chronic",48,"translocatable",6,"not_available","Fitness","Mortality",2.15479039625246,0.488770199302132,0,0,1,0,0,0,0,0,0,0,1,0
"419","Crustacea","Early","Hyalella azteca",0.112,"organism","water","Freshwater","Chronic",42,"translocatable",4,"LOEC","Fitness","Reproduction",4.67883389641867,4.11398752098409,0,1,0,0,0,0,0,0,0,0,1,0
"420","Cnidaria","Adult","Hydra attenuata",0.4,"organism","water","Marine","Acute",0.04,"non-translocatable",3,"NOEC","Fitness","Development",7.85262021512052,7.45728769970952,0,1,0,0,0,0,0,0,0,0,1,0
"421","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"not_available","Fitness","Mortality",2.9697952171554,2.25704646243326,0,0,0,0,0,0,1,0,0,0,0,1
"422","Crustacea","Early","Paracyclopina nana",0.168691080099539,"organism","water","Marine","Acute",7,"translocatable",3,"not_available","Fitness","Development",3.56531327108889,2.99478656841663,0,0,0,0,0,0,1,0,0,0,0,1
"423","Fish","Early","Oryzias melastigma",2.76939075388703,"organism","water","Marine","Acute",12,"translocatable",6,"not_available","Fitness","Mortality",4.81893132474007,1.67616953391348,0,1,0,0,0,0,0,0,0,0,1,0
"424","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"not_available","Fitness","Growth",5.90472996811346,5.82635347769485,0,0,0,0,0,0,0,0,1,0,1,0
"425","Crustacea","Adult","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"NOEC","Fitness","Reproduction",6.24322804419287,6.39106966538787,0,1,0,0,0,0,0,0,0,0,0,1
"426","Rotifera","Early","Brachionus plicatilis",0.0547861879401367,"organism","water","Marine","Acute",2,"translocatable",6,"LOEC","Fitness","Mortality",5.13095154674628,4.09038477421971,0,1,0,0,0,0,0,0,0,0,1,0
"427","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"428","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Reproduction",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"429","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"430","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Reproduction",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
